,Performance Record,Maturity Group,Genotype ID,State,Year,Location,Yield
14336,14336,1.0,3078,"""NE""",2006,40.0,62.9
14337,14337,0.0,1763,"""MN""",2010,117.0,47.8
14338,14338,3.0,946,"""MO""",2009,38.0,70.0
14339,14339,1.0,5319,"""SD""",2004,24.0,24.7
14340,14340,3.0,2542,"""IA""",2007,2.0,35.4
14341,14341,6.0,2626,"""GA""",2005,7.0,58.5
14342,14342,3.0,3748,"""IL""",2010,148.0,51.7
14343,14343,3.0,5143,"""OH""",2007,63.0,66.8
14344,14344,5.0,2807,"""MS""",2009,139.0,43.6
14345,14345,8.0,1921,"""SC""",2014,54.0,46.0
14346,14346,2.0,2494,"""IA""",2013,21.0,44.5
14347,14347,1.0,3703,"""MN""",2013,74.0,51.5
14348,14348,1.0,542,"""QUE""",2008,130.0,61.9
14349,14349,0.0,5204,"""ONT""",2004,99.0,45.8
14350,14350,2.0,5703,"""IL""",2008,148.0,56.9
14351,14351,1.0,598,"""NE""",2014,40.0,67.8
14352,14352,4.0,513,"""AR""",2008,116.0,53.1
14353,14353,3.0,1938,"""IA""",2003,9.0,41.1
14354,14354,2.0,3659,"""OH""",2004,157.0,56.0
14355,14355,2.0,5203,"""SD""",2005,10.0,54.2
14356,14356,2.0,3775,"""IA""",2014,2.0,60.1
14357,14357,2.0,5500,"""IA""",2004,2.0,55.0
14358,14358,8.0,4887,"""GA""",2013,105.0,68.8
14359,14359,4.0,3008,"""KY""",2008,111.0,48.4
14360,14360,3.0,82,"""KS""",2008,98.0,32.0
14361,14361,2.0,5761,"""OH""",2014,63.0,78.0
14362,14362,2.0,845,"""SD""",2006,18.0,55.5
14363,14363,2.0,89,"""MI""",2006,64.0,56.0
14364,14364,8.0,2400,"""SC""",2006,36.0,54.4
14365,14365,1.0,3182,"""IA""",2009,2.0,60.1
14366,14366,0.0,2830,"""SD""",2010,10.0,53.2
14367,14367,4.0,1194,"""AR""",2008,103.0,57.7
14368,14368,0.0,3498,"""QUE""",2008,133.0,98.5
14369,14369,4.0,2470,"""NC""",2006,107.0,51.3
14370,14370,2.0,3970,"""NE""",2011,15.0,45.9
14371,14371,4.0,1363,"""MD""",2009,113.0,56.7
14372,14372,3.0,193,"""IN""",2014,27.0,66.2
14373,14373,4.0,865,"""IL""",2003,148.0,41.4
14374,14374,3.0,3216,"""NE""",2015,159.0,60.9
14375,14375,2.0,3357,"""IA""",2007,115.0,57.2
14376,14376,6.0,2119,"""AR""",2012,69.0,73.9
14377,14377,3.0,3822,"""OH""",2006,126.0,69.1
14378,14378,2.0,466,"""IA""",2008,115.0,46.0
14379,14379,6.0,1683,"""GA""",2012,146.0,49.2
14380,14380,4.0,1181,"""KY""",2005,111.0,12.7
14381,14381,7.0,878,"""GA""",2004,105.0,45.2
14382,14382,2.0,4552,"""IN""",2015,154.0,51.2
14383,14383,5.0,1197,"""IL""",2008,147.0,57.8
14384,14384,4.0,2325,"""AR""",2008,103.0,55.3
14385,14385,2.0,3307,"""OH""",2005,63.0,55.0
14386,14386,2.0,2225,"""IA""",2008,2.0,34.5
14387,14387,4.0,3582,"""OK""",2007,19.0,35.5
14388,14388,5.0,2139,"""KS""",2006,104.0,32.2
14389,14389,4.0,2565,"""IL""",2006,17.0,59.3
14390,14390,5.0,1435,"""OK""",2006,19.0,27.2
14391,14391,2.0,655,"""NE""",2012,102.0,78.2
14392,14392,2.0,5777,"""IA""",2013,49.0,49.7
14393,14393,4.0,834,"""MO""",2003,110.0,60.4
14394,14394,3.0,3101,"""NE""",2014,77.0,74.3
14395,14395,3.0,3779,"""IA""",2013,41.0,40.7
14396,14396,0.0,5435,"""SD""",2008,153.0,29.2
14397,14397,3.0,5520,"""MD""",2003,113.0,32.1
14398,14398,3.0,2986,"""NE""",2008,45.0,52.3
14399,14399,5.0,2659,"""MO""",2008,110.0,54.8
14400,14400,5.0,1150,"""KY""",2006,111.0,51.2
14401,14401,1.0,5051,"""ONT""",2012,114.0,72.0
14402,14402,2.0,421,"""NE""",2008,15.0,65.8
14403,14403,2.0,88,"""IN""",2005,154.0,51.8
14404,14404,4.0,3621,"""KS""",2015,81.0,56.4
14405,14405,4.0,1348,"""KS""",2008,104.0,37.7
14406,14406,5.0,891,"""MO""",2015,109.0,67.3
14407,14407,4.0,5602,"""KS""",2004,6.0,64.7
14408,14408,6.0,2902,"""NC""",2012,167.0,57.8
14409,14409,1.0,3498,"""MI""",2008,64.0,30.2
14410,14410,5.0,2114,"""AR""",2012,140.0,77.9
14411,14411,2.0,3929,"""ONT""",2009,61.0,80.5
14412,14412,3.0,2510,"""IA""",2003,9.0,43.1
14413,14413,3.0,838,"""MO""",2015,109.0,63.2
14414,14414,0.0,4148,"""NE""",2005,15.0,41.2
14415,14415,5.0,4748,"""KS""",2004,104.0,37.9
14416,14416,4.0,3488,"""KY""",2007,111.0,12.6
14417,14417,2.0,3336,"""NE""",2008,15.0,67.1
14418,14418,6.0,1523,"""NC""",2014,71.0,43.1
14419,14419,7.0,1108,"""AL""",2004,51.0,52.6
14420,14420,4.0,5377,"""TX""",2003,112.0,12.8
14421,14421,4.0,1987,"""KY""",2005,76.0,31.2
14422,14422,4.0,1196,"""MS""",2008,135.0,46.6
14423,14423,3.0,5744,"""IN""",2007,154.0,46.0
14424,14424,0.0,6,"""ND""",2014,31.0,52.1
14425,14425,5.0,1155,"""IL""",2005,147.0,55.3
14426,14426,1.0,218,"""IN""",2010,150.0,31.2
14427,14427,4.0,92,"""MO""",2004,109.0,56.9
14428,14428,2.0,4489,"""SD""",2006,10.0,39.1
14429,14429,0.0,4820,"""ND""",2004,31.0,28.1
14430,14430,2.0,3852,"""IL""",2011,148.0,39.7
14431,14431,5.0,891,"""AL""",2014,16.0,66.4
14432,14432,5.0,2054,"""IL""",2009,147.0,46.5
14433,14433,2.0,4060,"""IN""",2004,150.0,54.2
14434,14434,-1.0,2291,"""QUE""",2011,133.0,72.9
14435,14435,3.0,2728,"""NE""",2012,77.0,71.5
14436,14436,0.0,1649,"""ONT""",2007,134.0,45.7
14437,14437,4.0,1278,"""OK""",2008,19.0,45.7
14438,14438,6.0,1157,"""GA""",2005,7.0,59.9
14439,14439,0.0,4914,"""ND""",2006,31.0,47.3
14440,14440,6.0,1317,"""AL""",2007,16.0,10.9
14441,14441,4.0,2883,"""TN""",2007,72.0,34.9
14442,14442,4.0,1472,"""KS""",2007,78.0,37.4
14443,14443,2.0,3262,"""SD""",2012,149.0,31.8
14444,14444,3.0,3311,"""NE""",2007,45.0,63.9
14445,14445,1.0,3473,"""MN""",2004,74.0,38.1
14446,14446,2.0,636,"""OH""",2010,63.0,62.5
14447,14447,3.0,5354,"""OH""",2013,63.0,57.5
14448,14448,1.0,563,"""IN""",2010,150.0,28.9
14449,14449,1.0,295,"""MI""",2008,64.0,32.0
14450,14450,8.0,1021,"""NC""",2003,66.0,28.2
14451,14451,3.0,2728,"""IA""",2012,41.0,55.2
14452,14452,4.0,927,"""TX""",2007,39.0,34.5
14453,14453,8.0,1604,"""SC""",2010,163.0,31.3
14454,14454,5.0,5815,"""KS""",2009,81.0,36.1
14455,14455,2.0,3798,"""IA""",2008,115.0,51.3
14456,14456,3.0,491,"""NE""",2012,34.0,92.7
14457,14457,2.0,3877,"""SD""",2011,149.0,38.6
14458,14458,-1.0,759,"""MN""",2009,121.0,34.4
14459,14459,3.0,5128,"""OH""",2012,63.0,77.4
14460,14460,2.0,4423,"""NE""",2006,40.0,80.2
14461,14461,2.0,4648,"""OH""",2015,63.0,63.1
14462,14462,2.0,1885,"""IA""",2005,2.0,62.4
14463,14463,3.0,5512,"""OH""",2004,124.0,50.4
14464,14464,3.0,636,"""KS""",2010,6.0,55.6
14465,14465,3.0,3183,"""KS""",2004,78.0,47.7
14466,14466,5.0,116,"""MS""",2012,139.0,59.7
14467,14467,2.0,123,"""SD""",2004,24.0,40.4
14468,14468,1.0,3498,"""ONT""",2015,114.0,78.2
14469,14469,0.0,4188,"""ONT""",2014,134.0,41.3
14470,14470,1.0,3243,"""NE""",2006,56.0,69.7
14471,14471,3.0,322,"""NE""",2003,106.0,54.8
14472,14472,7.0,873,"""NC""",2006,71.0,42.9
14473,14473,3.0,5627,"""MO""",2011,38.0,37.0
14474,14474,4.0,5603,"""VA""",2003,151.0,52.8
14475,14475,3.0,3193,"""NE""",2010,92.0,70.0
14476,14476,2.0,3187,"""SD""",2006,18.0,52.6
14477,14477,0.0,5199,"""SD""",2004,153.0,26.1
14478,14478,2.0,1977,"""OH""",2011,63.0,89.4
14479,14479,2.0,3941,"""SD""",2009,10.0,34.2
14480,14480,2.0,123,"""SD""",2004,18.0,64.0
14481,14481,0.0,3191,"""NE""",2005,15.0,53.5
14482,14482,2.0,477,"""MI""",2011,64.0,63.2
14483,14483,7.0,1380,"""LA""",2006,22.0,32.5
14484,14484,5.0,940,"""VA""",2009,151.0,57.5
14485,14485,6.0,1835,"""NC""",2013,107.0,57.8
14486,14486,4.0,1524,"""KS""",2014,104.0,37.5
14487,14487,4.0,5598,"""VA""",2009,151.0,58.6
14488,14488,8.0,1109,"""NC""",2005,71.0,42.0
14489,14489,1.0,563,"""MN""",2009,152.0,54.4
14490,14490,4.0,3927,"""KS""",2009,98.0,44.5
14491,14491,4.0,3576,"""KS""",2005,78.0,47.7
14492,14492,3.0,2469,"""IL""",2005,148.0,54.9
14493,14493,5.0,891,"""MO""",2015,110.0,58.3
14494,14494,2.0,4488,"""IL""",2005,44.0,77.9
14495,14495,0.0,5164,"""MN""",2015,89.0,43.5
14496,14496,4.0,362,"""AR""",2011,140.0,55.3
14497,14497,5.0,1182,"""GA""",2010,28.0,51.1
14498,14498,2.0,228,"""MI""",2010,64.0,45.3
14499,14499,6.0,1412,"""AR""",2004,103.0,71.2
14500,14500,2.0,5287,"""IA""",2010,2.0,46.4
14501,14501,-1.0,2100,"""ONT""",2003,50.0,48.2
14502,14502,4.0,1212,"""KS""",2006,81.0,19.6
14503,14503,3.0,5353,"""IL""",2008,148.0,50.1
14504,14504,2.0,17,"""IN""",2010,154.0,60.7
14505,14505,3.0,138,"""MO""",2007,38.0,44.3
14506,14506,2.0,2209,"""NE""",2007,40.0,79.5
14507,14507,8.0,2400,"""AL""",2006,51.0,73.9
14508,14508,3.0,857,"""NE""",2012,77.0,69.8
14509,14509,0.0,4774,"""ONT""",2006,99.0,54.9
14510,14510,5.0,2873,"""TX""",2005,112.0,13.0
14511,14511,4.0,4754,"""NC""",2010,108.0,47.9
14512,14512,1.0,3123,"""NE""",2014,62.0,65.2
14513,14513,7.0,988,"""SC""",2007,20.0,26.6
14514,14514,6.0,4395,"""AR""",2008,103.0,60.1
14515,14515,3.0,2469,"""NE""",2006,45.0,66.7
14516,14516,4.0,1816,"""OK""",2008,19.0,36.6
14517,14517,4.0,3146,"""MS""",2003,135.0,8.7
14518,14518,3.0,2509,"""IL""",2004,148.0,62.0
14519,14519,5.0,1588,"""KS""",2006,104.0,27.6
14520,14520,0.0,4349,"""SD""",2004,3.0,22.4
14521,14521,3.0,4712,"""NE""",2013,56.0,76.7
14522,14522,2.0,3346,"""IA""",2009,2.0,65.8
14523,14523,2.0,311,"""IL""",2007,148.0,57.3
14524,14524,7.0,1929,"""AL""",2015,51.0,73.4
14525,14525,2.0,3745,"""ONT""",2004,33.0,57.4
14526,14526,2.0,4489,"""SD""",2004,24.0,26.0
14527,14527,3.0,3792,"""IN""",2011,154.0,41.2
14528,14528,2.0,507,"""NE""",2012,40.0,106.5
14529,14529,4.0,2051,"""OK""",2010,138.0,16.1
14530,14530,7.0,1077,"""NC""",2006,66.0,29.5
14531,14531,3.0,3893,"""MO""",2012,38.0,12.8
14532,14532,1.0,4580,"""MN""",2009,152.0,55.9
14533,14533,4.0,361,"""IL""",2011,46.0,64.9
14534,14534,-1.0,3579,"""MN""",2006,42.0,45.1
14535,14535,1.0,3266,"""NE""",2005,40.0,65.2
14536,14536,3.0,5574,"""IL""",2014,148.0,79.0
14537,14537,4.0,92,"""MD""",2007,113.0,45.3
14538,14538,4.0,3322,"""MD""",2008,113.0,43.4
14539,14539,3.0,65,"""MO""",2007,38.0,39.2
14540,14540,3.0,5775,"""MO""",2003,94.0,35.0
14541,14541,2.0,415,"""NE""",2005,56.0,77.7
14542,14542,4.0,2478,"""IL""",2015,29.0,71.5
14543,14543,5.0,1868,"""TN""",2010,67.0,43.9
14544,14544,3.0,3028,"""IN""",2004,154.0,58.9
14545,14545,3.0,5354,"""OH""",2010,157.0,37.1
14546,14546,5.0,2922,"""MS""",2010,135.0,23.3
14547,14547,3.0,5394,"""IL""",2011,148.0,47.8
14548,14548,7.0,2437,"""GA""",2013,7.0,73.0
14549,14549,3.0,4071,"""IL""",2013,148.0,66.0
14550,14550,5.0,380,"""NC""",2012,108.0,41.5
14551,14551,1.0,2029,"""IN""",2015,154.0,46.2
14552,14552,-1.0,3543,"""ND""",2013,93.0,42.1
14553,14553,1.0,4415,"""MN""",2004,74.0,49.5
14554,14554,4.0,604,"""IL""",2011,60.0,62.2
14555,14555,1.0,5081,"""QUE""",2015,130.0,88.1
14556,14556,7.0,1125,"""AL""",2013,143.0,34.4
14557,14557,0.0,3495,"""MN""",2015,117.0,45.1
14558,14558,4.0,2305,"""MD""",2007,113.0,26.8
14559,14559,1.0,548,"""ONT""",2008,100.0,33.3
14560,14560,2.0,3885,"""IL""",2013,44.0,56.8
14561,14561,5.0,3789,"""NC""",2015,71.0,65.1
14562,14562,4.0,1506,"""VA""",2013,97.0,23.3
14563,14563,4.0,39,"""AR""",2012,69.0,74.8
14564,14564,4.0,2615,"""MD""",2003,113.0,40.0
14565,14565,5.0,3190,"""LA""",2009,22.0,24.3
14566,14566,2.0,2156,"""IA""",2004,2.0,57.6
14567,14567,8.0,1911,"""GA""",2012,7.0,54.0
14568,14568,3.0,5110,"""NE""",2009,92.0,70.2
14569,14569,2.0,88,"""IN""",2004,150.0,63.1
14570,14570,4.0,87,"""IL""",2004,147.0,55.7
14571,14571,1.0,13,"""IN""",2003,154.0,26.8
14572,14572,1.0,3738,"""NE""",2004,40.0,49.4
14573,14573,5.0,2875,"""KS""",2008,104.0,42.6
14574,14574,3.0,2469,"""OH""",2004,63.0,84.0
14575,14575,4.0,4255,"""TN""",2008,67.0,28.8
14576,14576,0.0,5441,"""MN""",2009,117.0,56.0
14577,14577,2.0,257,"""SD""",2009,10.0,43.5
14578,14578,2.0,265,"""IN""",2003,154.0,37.7
14579,14579,6.0,4396,"""LA""",2006,22.0,35.0
14580,14580,0.0,2612,"""MN""",2008,89.0,34.9
14581,14581,4.0,1830,"""VA""",2013,97.0,21.4
14582,14582,-1.0,2087,"""MN""",2011,42.0,50.8
14583,14583,7.0,54,"""SC""",2010,163.0,37.2
14584,14584,1.0,3797,"""NE""",2005,56.0,65.9
14585,14585,2.0,5429,"""IN""",2007,154.0,40.9
14586,14586,4.0,2722,"""KS""",2014,78.0,47.8
14587,14587,5.0,2347,"""NC""",2005,107.0,41.8
14588,14588,5.0,1182,"""MS""",2009,135.0,43.2
14589,14589,3.0,450,"""NE""",2008,77.0,34.8
14590,14590,3.0,395,"""NE""",2011,34.0,75.0
14591,14591,4.0,2469,"""IL""",2008,148.0,57.8
14592,14592,3.0,620,"""NE""",2010,77.0,75.0
14593,14593,2.0,3747,"""OH""",2007,63.0,68.3
14594,14594,7.0,1184,"""GA""",2009,146.0,68.7
14595,14595,3.0,2469,"""MO""",2006,38.0,29.0
14596,14596,3.0,915,"""OH""",2007,127.0,66.1
14597,14597,2.0,4492,"""IL""",2005,44.0,79.5
14598,14598,2.0,296,"""IA""",2009,26.0,57.1
14599,14599,3.0,215,"""KS""",2010,98.0,21.2
14600,14600,6.0,1145,"""AR""",2015,69.0,72.4
14601,14601,4.0,3011,"""TN""",2008,72.0,33.2
14602,14602,3.0,5354,"""KS""",2011,6.0,70.0
14603,14603,7.0,5185,"""SC""",2008,163.0,55.8
14604,14604,5.0,922,"""MO""",2005,110.0,75.3
14605,14605,5.0,1210,"""NC""",2003,107.0,43.4
14606,14606,1.0,4938,"""MN""",2007,152.0,46.7
14607,14607,3.0,794,"""NE""",2010,45.0,76.7
14608,14608,1.0,4818,"""NE""",2014,102.0,74.2
14609,14609,5.0,698,"""KY""",2003,111.0,50.5
14610,14610,4.0,822,"""MS""",2005,139.0,60.6
14611,14611,4.0,603,"""MS""",2009,139.0,74.2
14612,14612,0.0,2009,"""QUE""",2014,133.0,89.4
14613,14613,4.0,5609,"""VA""",2014,151.0,56.6
14614,14614,1.0,802,"""MI""",2003,64.0,42.9
14615,14615,1.0,4973,"""QUE""",2009,130.0,50.2
14616,14616,7.0,1622,"""GA""",2014,28.0,62.0
14617,14617,4.0,4256,"""IL""",2008,60.0,77.8
14618,14618,2.0,4530,"""MI""",2011,64.0,64.0
14619,14619,2.0,656,"""ONT""",2010,33.0,75.2
14620,14620,0.0,702,"""MN""",2013,117.0,35.4
14621,14621,1.0,548,"""IA""",2008,43.0,49.1
14622,14622,-1.0,4766,"""ND""",2005,93.0,42.5
14623,14623,3.0,636,"""IN""",2007,150.0,62.2
14624,14624,7.0,5193,"""GA""",2009,7.0,51.0
14625,14625,2.0,4690,"""MN""",2010,152.0,65.4
14626,14626,2.0,2186,"""NE""",2003,15.0,42.4
14627,14627,0.0,4227,"""SD""",2003,24.0,32.0
14628,14628,3.0,4713,"""IA""",2014,2.0,63.0
14629,14629,2.0,3077,"""NE""",2010,15.0,67.9
14630,14630,2.0,4019,"""IN""",2008,154.0,67.4
14631,14631,4.0,3401,"""KS""",2006,78.0,29.7
14632,14632,2.0,3859,"""ONT""",2010,33.0,81.8
14633,14633,4.0,5554,"""MD""",2005,113.0,46.3
14634,14634,3.0,4497,"""IA""",2005,30.0,86.7
14635,14635,6.0,1060,"""NC""",2015,107.0,40.2
14636,14636,6.0,1692,"""MS""",2014,139.0,63.1
14637,14637,1.0,545,"""MN""",2008,74.0,47.9
14638,14638,-1.0,2100,"""AR""",2003,69.0,5.1
14639,14639,4.0,5810,"""TN""",2004,129.0,47.9
14640,14640,2.0,3041,"""IA""",2004,115.0,51.9
14641,14641,0.0,670,"""NE""",2003,15.0,26.9
14642,14642,5.0,1562,"""MD""",2006,113.0,31.5
14643,14643,7.0,916,"""GA""",2006,8.0,45.7
14644,14644,4.0,1459,"""NC""",2004,107.0,38.5
14645,14645,4.0,1578,"""OK""",2003,19.0,31.8
14646,14646,6.0,752,"""GA""",2011,105.0,51.6
14647,14647,4.0,5552,"""MO""",2005,38.0,42.9
14648,14648,5.0,1553,"""TN""",2004,67.0,46.9
14649,14649,2.0,3384,"""MN""",2004,74.0,48.0
14650,14650,-1.0,2851,"""ONT""",2014,50.0,36.5
14651,14651,7.0,1715,"""GA""",2015,8.0,41.4
14652,14652,7.0,2437,"""GA""",2015,8.0,53.6
14653,14653,5.0,732,"""VA""",2008,141.0,64.3
14654,14654,1.0,3274,"""SD""",2006,10.0,46.5
14655,14655,3.0,5363,"""NE""",2009,92.0,83.1
14656,14656,4.0,387,"""IN""",2011,154.0,33.1
14657,14657,0.0,3240,"""NE""",2005,15.0,42.0
14658,14658,0.0,5261,"""ND""",2010,31.0,43.3
14659,14659,3.0,5135,"""MO""",2014,109.0,35.3
14660,14660,4.0,3005,"""MS""",2007,139.0,67.6
14661,14661,4.0,1201,"""IL""",2008,147.0,58.5
14662,14662,2.0,286,"""MN""",2008,152.0,53.3
14663,14663,3.0,4115,"""IL""",2014,148.0,68.1
14664,14664,-1.0,3495,"""ONT""",2014,50.0,37.9
14665,14665,6.0,1429,"""VA""",2006,101.0,34.3
14666,14666,2.0,2215,"""MI""",2008,64.0,35.0
14667,14667,4.0,1972,"""MO""",2004,110.0,59.6
14668,14668,5.0,1150,"""DE""",2006,55.0,34.1
14669,14669,-1.0,691,"""MN""",2007,42.0,41.5
14670,14670,2.0,5476,"""MI""",2010,64.0,39.7
14671,14671,5.0,1393,"""MD""",2007,113.0,40.4
14672,14672,1.0,4608,"""MN""",2011,152.0,41.9
14673,14673,0.0,2616,"""AR""",2004,69.0,9.4
14674,14674,3.0,4594,"""OH""",2010,126.0,59.1
14675,14675,3.0,31,"""MO""",2010,110.0,62.4
14676,14676,3.0,473,"""NE""",2010,45.0,53.2
14677,14677,4.0,2562,"""MO""",2005,109.0,75.0
14678,14678,3.0,3948,"""IN""",2003,154.0,37.8
14679,14679,3.0,5135,"""KS""",2010,6.0,55.3
14680,14680,4.0,5555,"""KS""",2006,78.0,33.5
14681,14681,4.0,2474,"""VA""",2013,151.0,63.5
14682,14682,5.0,1037,"""MO""",2003,109.0,55.9
14683,14683,4.0,2615,"""MO""",2005,109.0,64.1
14684,14684,5.0,1580,"""VA""",2003,141.0,41.1
14685,14685,7.0,1304,"""SC""",2003,20.0,45.3
14686,14686,5.0,1817,"""KS""",2009,81.0,32.6
14687,14687,1.0,4519,"""NE""",2012,102.0,33.3
14688,14688,1.0,4746,"""IN""",2015,154.0,53.9
14689,14689,3.0,4020,"""NE""",2007,45.0,65.8
14690,14690,2.0,534,"""IN""",2008,154.0,62.2
14691,14691,8.0,4858,"""NC""",2011,71.0,33.0
14692,14692,0.0,2012,"""SD""",2013,153.0,43.1
14693,14693,2.0,3798,"""MN""",2010,152.0,59.5
14694,14694,4.0,1427,"""MO""",2005,110.0,81.2
14695,14695,5.0,1900,"""AR""",2011,69.0,74.6
14696,14696,5.0,732,"""IL""",2008,147.0,61.2
14697,14697,7.0,1715,"""GA""",2011,7.0,22.4
14698,14698,4.0,2469,"""TN""",2005,67.0,49.2
14699,14699,4.0,3584,"""AR""",2010,140.0,41.0
14700,14700,1.0,3257,"""MN""",2007,152.0,47.1
14701,14701,3.0,1628,"""AR""",2003,69.0,36.7
14702,14702,2.0,3798,"""NE""",2014,102.0,91.8
14703,14703,1.0,3274,"""MN""",2006,74.0,58.9
14704,14704,5.0,43,"""KS""",2015,104.0,52.7
14705,14705,6.0,1479,"""AL""",2003,143.0,54.4
14706,14706,6.0,1835,"""AR""",2013,140.0,75.8
14707,14707,0.0,2028,"""ND""",2015,31.0,56.6
14708,14708,4.0,2802,"""AR""",2008,103.0,46.6
14709,14709,6.0,352,"""SC""",2015,36.0,49.5
14710,14710,4.0,4038,"""MO""",2007,110.0,41.2
14711,14711,3.0,946,"""MO""",2009,110.0,47.2
14712,14712,5.0,2223,"""TN""",2014,67.0,40.7
14713,14713,1.0,3817,"""NE""",2006,15.0,60.1
14714,14714,0.0,4460,"""ND""",2004,31.0,36.9
14715,14715,7.0,1775,"""AL""",2015,51.0,65.7
14716,14716,-1.0,4330,"""ND""",2015,31.0,51.9
14717,14717,1.0,5475,"""NE""",2012,40.0,77.5
14718,14718,4.0,2346,"""KS""",2006,104.0,34.0
14719,14719,4.0,1181,"""DE""",2004,55.0,54.0
14720,14720,4.0,3386,"""KY""",2006,76.0,57.2
14721,14721,3.0,5649,"""MO""",2013,109.0,29.1
14722,14722,1.0,5084,"""NE""",2006,40.0,74.1
14723,14723,1.0,2611,"""QUE""",2006,130.0,53.0
14724,14724,-1.0,4317,"""MN""",2012,121.0,31.7
14725,14725,5.0,1794,"""OK""",2007,19.0,41.4
14726,14726,4.0,4243,"""IL""",2006,148.0,61.2
14727,14727,5.0,1092,"""MO""",2012,109.0,67.4
14728,14728,4.0,2468,"""MS""",2003,139.0,80.3
14729,14729,4.0,1213,"""MS""",2006,139.0,55.1
14730,14730,4.0,1187,"""TN""",2004,129.0,36.9
14731,14731,7.0,4836,"""AL""",2008,51.0,39.0
14732,14732,6.0,2931,"""GA""",2013,28.0,29.7
14733,14733,0.0,2266,"""MN""",2008,117.0,20.5
14734,14734,1.0,18,"""MI""",2013,64.0,60.5
14735,14735,5.0,1016,"""TN""",2003,67.0,44.0
14736,14736,1.0,549,"""IN""",2008,154.0,65.2
14737,14737,3.0,5354,"""OH""",2010,126.0,65.0
14738,14738,5.0,2956,"""NC""",2011,71.0,34.5
14739,14739,-1.0,4776,"""ND""",2007,31.0,48.7
14740,14740,2.0,636,"""MI""",2007,64.0,29.0
14741,14741,1.0,3244,"""NE""",2005,56.0,76.1
14742,14742,2.0,528,"""NE""",2008,15.0,63.9
14743,14743,1.0,3078,"""MN""",2005,152.0,82.5
14744,14744,5.0,3082,"""TN""",2008,129.0,31.2
14745,14745,3.0,1637,"""NE""",2015,34.0,80.7
14746,14746,3.0,5136,"""OH""",2007,63.0,72.1
14747,14747,1.0,4575,"""QUE""",2010,130.0,76.3
14748,14748,4.0,109,"""IN""",2006,154.0,61.7
14749,14749,4.0,958,"""IL""",2003,60.0,52.6
14750,14750,2.0,2726,"""SD""",2010,10.0,44.1
14751,14751,2.0,3755,"""NE""",2011,15.0,61.9
14752,14752,4.0,1195,"""OK""",2008,19.0,35.7
14753,14753,2.0,3660,"""ONT""",2004,33.0,49.4
14754,14754,8.0,4887,"""GA""",2014,8.0,46.8
14755,14755,1.0,4207,"""MN""",2014,74.0,53.4
14756,14756,6.0,1034,"""MS""",2012,139.0,37.5
14757,14757,3.0,3779,"""MO""",2014,110.0,58.3
14758,14758,3.0,4115,"""IN""",2014,154.0,59.1
14759,14759,-1.0,3180,"""ONT""",2010,47.0,40.9
14760,14760,5.0,44,"""IL""",2007,147.0,44.5
14761,14761,5.0,3017,"""VA""",2011,141.0,54.4
14762,14762,0.0,2823,"""MN""",2013,89.0,21.5
14763,14763,4.0,4473,"""MO""",2015,109.0,48.3
14764,14764,5.0,1182,"""MS""",2014,139.0,79.0
14765,14765,2.0,505,"""MN""",2013,155.0,52.3
14766,14766,4.0,4719,"""IL""",2013,148.0,66.6
14767,14767,3.0,2482,"""NE""",2007,45.0,74.0
14768,14768,2.0,1902,"""IN""",2003,150.0,43.3
14769,14769,5.0,779,"""VA""",2012,151.0,74.2
14770,14770,1.0,5202,"""MI""",2006,64.0,47.0
14771,14771,6.0,3202,"""AR""",2014,140.0,82.5
14772,14772,5.0,1721,"""NC""",2010,71.0,36.1
14773,14773,8.0,2935,"""SC""",2012,20.0,55.3
14774,14774,6.0,2409,"""MS""",2008,139.0,60.9
14775,14775,2.0,220,"""NE""",2012,15.0,46.1
14776,14776,4.0,834,"""AR""",2003,69.0,48.5
14777,14777,2.0,5014,"""IA""",2007,115.0,58.0
14778,14778,0.0,2611,"""SD""",2006,10.0,34.9
14779,14779,5.0,1001,"""NC""",2012,71.0,47.3
14780,14780,4.0,1213,"""MO""",2006,110.0,56.6
14781,14781,5.0,2615,"""MS""",2003,135.0,21.5
14782,14782,6.0,2497,"""AL""",2011,143.0,50.8
14783,14783,4.0,1506,"""MO""",2013,110.0,61.6
14784,14784,1.0,3798,"""SD""",2010,10.0,53.6
14785,14785,0.0,3585,"""SD""",2007,10.0,46.3
14786,14786,8.0,2431,"""AL""",2015,51.0,63.6
14787,14787,2.0,2226,"""OH""",2009,157.0,47.5
14788,14788,2.0,3783,"""MI""",2015,64.0,59.0
14789,14789,4.0,1215,"""AR""",2011,69.0,60.0
14790,14790,2.0,636,"""NE""",2013,82.0,91.1
14791,14791,4.0,798,"""MO""",2009,109.0,51.3
14792,14792,0.0,860,"""SD""",2003,153.0,17.4
14793,14793,1.0,2940,"""NE""",2006,56.0,67.6
14794,14794,6.0,680,"""SC""",2007,20.0,30.4
14795,14795,0.0,4260,"""QUE""",2012,133.0,73.7
14796,14796,4.0,2309,"""TN""",2014,72.0,58.9
14797,14797,3.0,5135,"""IA""",2005,2.0,77.6
14798,14798,5.0,1113,"""KS""",2006,81.0,19.9
14799,14799,8.0,2414,"""GA""",2009,146.0,66.0
14800,14800,2.0,2811,"""OH""",2014,63.0,54.2
14801,14801,1.0,2611,"""IA""",2006,32.0,41.3
14802,14802,4.0,361,"""AR""",2005,140.0,68.8
